"citation.ID","n_potential_records","n_variables","variables_represented","sites_represented","n_pot_dup_sites","forestGEO_sites","GROA_study","tropical","prioritized_variable","review_priority_score","ready_to_rerun_and_send","notes"
"del Aguila-Pasquel_2014_tsco",14,6,"ANPP_woody_branch, ANPP_woody_stem, BNPP_root_coarse, BNPP_root_fine, biomass_ag, BNPP_root",3,14,0,0,14,2,-110,NA,""
"Malhi_2014_tpma",14,6,"ANPP_woody_stem, ANPP_woody_branch, BNPP_root_coarse, BNPP_root_fine, biomass_ag, BNPP_root",2,14,0,0,14,2,-110,NA,""
"Fang_2003_rofs",15,5,"biomass, biomass_ag, biomass_ag_woody, biomass_ag_foliage, biomass_root",1,15,0,0,15,6,-114,NA,""
"Lloyd_2002_saav",13,13,"ANPP_woody_stem, ANPP_woody_branch, ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root, biomass_ag_foliage, biomass_ag_woody, biomass_root_coarse, biomass_root_fine, biomass_ag, biomass, biomass_root",1,13,0,0,0,2,-115,NA,""
"Takahashi_2011_tvih",15,5,"R_het_litter, biomass_root, biomass_root_coarse, biomass_root_fine, soil",1,15,0,0,15,3,-117,NA,""
"Kraenzel_2003_csoh",16,3,"biomass_ag, biomass_root, biomass",4,16,0,0,16,8,-120,NA,""
"Sheng_2010_tdro",15,1,"biomass_root_fine",2,15,0,0,15,0,-120,NA,""
"Uhl_1987_fcsf",16,4,"biomass_ag, biomass_root, biomass, biomass_ag_foliage",1,16,0,0,16,8,-120,NA,""
"Helmisaari_1995_ncip",15,4,"biomass_ag, biomass_root, biomass, biomass_ag_understory",1,15,0,6,0,9,-123,NA,""
"Clark_2001_nppi",27,3,"ANPP_woody_stem, ANPP_litterfall_1, ANPP_litterfall_2",19,18,0,0,27,0,-126,NA,NA
"Tran_2010_rpoa",18,2,"biomass_ag, ANPP_woody_stem",7,18,0,7,18,13,-127.5,NA,""
"Bascietto_2003_dots",106,6,"ANPP_woody_stem, ANPP_woody_branch, ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root",19,24,0,0,6,0,-128,NA,""
"Ryan_2004_aeto",16,2,"ANPP_woody_stem, BNPP_root_coarse",1,16,0,0,16,0,-128,NA,NA
"Thuille_2000_csas",15,2,"soil, biomass_ag",3,15,0,0,0,7,-128,NA,""
"Clark_2004_cdaa",17,5,"biomass_ag_woody, biomass_ag, biomass, biomass_root, biomass_root_coarse",3,17,0,0,17,7,-129,NA,""
"Steininger_2000_sfsa",20,1,"biomass_ag",1,20,0,20,20,20,-130,NA,""
"Fehse_2002_hats",42,5,"biomass_ag, deadwood_standing, ANPP_woody_stem, biomass_ag_understory, deadwood_down",3,24,0,19,42,13,-133.5,NA,""
"Jurik_1991_sroa",17,1,"biomass_ag",5,17,0,0,0,17,-136,NA,""
"Wen_1999_sobo",18,5,"biomass, biomass_ag, biomass_ag_woody, biomass_ag_foliage, biomass_root",3,18,0,0,18,6,-138,NA,""
"Crow_1980_arca",20,4,"biomass_ag, biomass_root_coarse, biomass, biomass_root",1,20,0,8,20,12,-144,NA,""
"McCarthy_2010_ropc",18,1,"biomass",1,18,0,0,18,0,-144,NA,""
"Melillo_2011_swci",16,2,"NPP_woody, biomass_root_fine",1,16,0,0,0,0,-144,NA,""
"Mou_1993_eosd",18,1,"biomass_ag",3,18,0,0,0,18,-144,NA,""
"Wirth_2002_babc",16,1,"ANPP_woody_stem",16,16,0,0,0,0,-144,NA,NA
"Kolari_2004_cbod",26,8,"biomass_ag_foliage, biomass_root_coarse, soil, deadwood, biomass_ag_woody, biomass_ag, biomass, biomass_root",4,18,0,0,0,9,-145,NA,""
"Chave_2010_rasp",52,1,"ANPP_litterfall_1",50,25,0,0,52,0,-146,NA,""
"Laclau_2000_doba",20,4,"biomass_ag_foliage, biomass_ag, biomass_root, biomass",1,20,0,0,20,10,-150,NA,""
"King_2007_bpir",41,5,"biomass_ag, biomass_root, stem_pC, biomass_ag_woody, biomass_ag_foliage",9,21,0,0,0,18,-151,NA,""
"Fukushima_2007_rpof",25,2,"biomass_ag, biomass_ag_understory",2,23,0,7,25,18,-158.5,NA,""
"Russell_2010_ioit",20,4,"ANPP_litterfall_1, ANPP_woody_stem, NPP_woody, BNPP_root",2,20,0,0,20,0,-160,NA,NA
"Yazaki_2016_baan",21,3,"biomass_ag_understory, biomass_ag, biomass_root",1,21,0,21,0,14,-164.5,NA,""
"Aide_1995_fria",24,2,"biomass_ag, biomass_ag_understory",2,24,0,24,24,12,-168,NA,""
"White_2004_baas",22,2,"biomass_ag, biomass_ag_understory",2,22,0,12,0,16,-176,NA,""
"Alves_1997_bopa",25,2,"biomass_ag, ANPP_woody_stem",10,25,0,8,25,17,-179,NA,""
"Gower_1997_cdaa",36,4,"biomass_ag_foliage, biomass_ag_woody, biomass_ag, deadwood_down",11,24,0,12,0,14,-184,NA,""
"Clebsch_1989_ssgd",25,3,"biomass_ag, ANPP_woody_branch, ANPP_woody_stem",8,24,0,0,0,9,-206,NA,""
"Chen_2010_bacd",26,1,"biomass",2,26,0,0,26,0,-208,NA,""
"Hiratsuka_2006_bron",32,1,"biomass_ag",1,32,0,32,32,32,-208,NA,""
"Chan_2013_eoam",30,1,"biomass_ag",1,30,0,0,30,30,-210,NA,""
"Faber-Langendoen_1992_ecor",31,1,"biomass_ag",2,31,0,9,31,31,-212.5,NA,""
"Ohtsuka_2007_bbcf",25,5,"BNPP_root, biomass_ag, biomass_root, biomass_root_coarse, biomass_root_fine",1,25,0,0,0,10,-215,NA,""
"Aragao_2009_aabn",54,6,"ANPP_litterfall_1, ANPP_woody_stem, ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root",14,33,0,0,54,0,-222,NA,NA
"Montagnini_2000_aiab",30,3,"biomass_ag_foliage, biomass_ag_woody, biomass_ag",1,30,0,0,30,10,-230,NA,""
"Kenzo_2010_ciaa",36,3,"biomass_ag, biomass_root_fine, biomass_root",3,36,0,18,36,27,-252,NA,""
"Kauffman_1988_fitv",37,3,"biomass_ag, deadwood, deadwood_down",7,37,0,2,37,35,-260,NA,""
"Dore_2010_cawf",33,6,"BNPP_root, BNPP_root_fine, biomass, biomass_root_coarse, biomass_root_fine, soil",2,33,0,0,33,0,-264,NA,""
"Goulden_2011_pong",34,6,"ANPP_woody_stem, deadwood, biomass, BNPP_root_fine, biomass_ag, deadwood_down",18,32,0,10,0,11,-270,NA,""
"Siddique_2010_napa",39,2,"biomass_ag, biomass_ag_understory",1,39,0,39,39,21,-271.5,NA,""
"Girardin_2010_nppa",61,6,"ANPP_woody_branch, ANPP_woody_stem, ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root",9,40,0,0,61,0,-278,NA,NA
"Ryan_1997_acco",66,10,"ANPP_woody, BNPP_root, biomass_root_coarse, biomass_root_fine, biomass_ag, biomass, biomass_root, BNPP_root_fine, BNPP_root.turnover_fine, biomass_ag_understory",13,37,0,9,0,17,-282.5,NA,""
"Ilvesniemi_2009_lmot",32,4,"BNPP_root, BNPP_root.turnover_fine, biomass_ag, biomass_root_coarse",1,32,0,0,0,5,-283,NA,""
"Law_2001_csaf",34,12,"ANPP_woody_stem, BNPP_root_coarse, BNPP_root, BNPP_root_fine, biomass_ag_foliage, biomass_ag_woody, biomass_root_coarse, soil, biomass_root_fine, biomass_ag, biomass_root, biomass_ag_understory",2,34,0,14,0,15,-284,NA,""
"Clark_2013_ntfc",111,11,"biomass_ag, biomass_root, ANPP_litterfall_2, ANPP_woody_branch, soil, ANPP_litterfall_1, deadwood_standing, biomass_root_fine, biomass_ag_woody, biomass_ag_foliage, deadwood",45,58,0,0,111,67,-291,NA,""
"Howard_2004_eolo",35,7,"BNPP_root, BNPP_root_fine, biomass, biomass_ag, biomass_root_coarse, biomass_root_fine, soil",1,35,0,0,0,5,-310,NA,""
"Campbell_2004_scos",36,3,"BNPP_root, biomass, biomass_root_fine",12,36,0,0,0,0,-324,NA,""
"Junqueira_2010_sfoa",52,1,"biomass_ag",1,52,0,52,52,52,-338,NA,""
"Curtis_2002_baeb",54,11,"BNPP_root_fine, biomass_ag_woody, BNPP_root_coarse, ANPP_woody, biomass_root_fine, biomass_root_coarse, biomass_ag_foliage, BNPP_root, biomass_ag, biomass, biomass_root",9,41,0,0,0,6,-350,NA,""
"Letcher_2009_rrob",53,1,"biomass_ag",5,53,0,23,53,53,-359.5,NA,""
"Mund_2002_gacs",42,7,"ANPP_woody_stem, ANPP_woody_branch, ANPP_woody, biomass_ag_foliage, biomass_ag_woody, biomass_root_coarse, biomass_ag",6,42,0,0,0,6,-372,NA,""
"Hughes_1999_bcan",53,4,"biomass_ag, deadwood, soil, deadwood_down",13,53,0,22,53,34,-379,NA,""
"Sierra_2007_tcsi",56,7,"biomass_ag, soil, deadwood_down, deadwood_standing, biomass_root_fine, biomass_root_coarse, ANPP_woody_stem",2,56,0,0,56,43,-405,NA,""
"Norby_2005_frte",128,3,"NPP_woody, BNPP_root_fine, biomass_root_fine",4,62,0,0,74,0,-418,NA,""
"Hooker_2003_feca",56,4,"biomass_ag, deadwood, soil, biomass_root",13,56,0,20,0,44,-450,NA,""
"Gough_2007_tloh",53,7,"ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root, biomass_root, biomass_ag_understory, biomass_ag",3,53,0,15,0,10,-459.5,NA,""
"Luo_1996_ponp",880,3,"biomass_ag, biomass, biomass_root",294,244,0,0,492,587,-481,NA,""
"Uhl_1988_apie",68,5,"biomass_ag, deadwood, ANPP_woody_stem, deadwood_down, biomass_ag_understory",6,68,0,38,68,42,-483,NA,""
"Hanson_2003_etnp",55,13,"ANPP_woody_stem, ANPP_woody_branch, ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root, biomass_ag_foliage, biomass_ag_woody, biomass_root_coarse, biomass_root_fine, biomass_ag, biomass, biomass_root",1,55,0,0,0,2,-493,NA,""
"Powers_2009_daso",80,1,"biomass_ag",2,80,0,80,80,80,-520,NA,""
"Vargas_2008_baca",74,6,"biomass_root_fine, soil, deadwood_standing, biomass_ag, biomass_ag_understory, deadwood_down",1,74,0,26,74,20,-559,NA,""
"McMahon_2010_efar",90,1,"biomass_ag",1,90,0,90,90,90,-585,NA,""
"Matamala_2000_eoea",80,3,"biomass_root_coarse, biomass_root_fine, biomass_root",1,80,0,0,80,20,-620,NA,""
"Baker_2004_ibia",118,1,"biomass_ag",49,98,0,0,118,118,-626,NA,""
"Janisch_2002_scil",93,3,"biomass_ag_woody, deadwood, deadwood_down",3,93,0,24,0,35,-790,NA,""
"Malhi_2004_tacw",175,2,"ANPP_woody_stem, ANPP_litterfall_1",87,116,0,0,175,0,-810,NA,NA
"Smithwick_2002_pubo",172,4,"biomass_ag, deadwood_down, deadwood, deadwood_standing",40,112,0,0,0,86,-862,NA,""
"Lugo_1992_cott",112,8,"biomass_ag, biomass_ag_foliage, biomass, ANPP_litterfall_1, ANPP_litterfall_2, biomass_root_fine, biomass_ag_woody, biomass_root",8,112,0,0,112,24,-872,NA,""
"Sierra_2012_tcai",126,4,"biomass_ag, biomass_root, biomass_ag_understory, deadwood_down",1,126,0,93,126,66,-895.5,NA,""
"Becknell_2014_saas",149,1,"biomass_ag",2,149,0,65,149,149,-1010.5,NA,""
"Xu_2015_proa",164,1,"biomass_ag",164,164,0,164,164,164,-1066,NA,""
"Cifuentes-Jara_2008_abae",643,6,"deadwood, biomass_ag, biomass_root, soil, deadwood_down, biomass_ag_understory",54,271,0,163,643,271,-1071.5,NA,""
"King_2005_tocn",162,7,"ANPP_woody_stem, biomass_ag, biomass_ag_woody, biomass_ag_foliage, biomass_root_coarse, biomass_root_fine, BNPP_root_coarse",1,162,0,0,0,12,-1446,NA,""
"Bond-Lamberty_2004_corr",187,11,"ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root, BNPP_root.turnover_fine, biomass, biomass_ag, biomass_root, biomass_root_coarse, biomass_root_fine, soil",28,170,0,0,0,32,-1481,NA,""
"Saldarriaga_1988_lcof",287,7,"biomass_ag_foliage, biomass_ag_woody, biomass_ag, biomass_root, biomass, deadwood, deadwood_down",24,287,0,57,287,199,-2068.5,NA,""
"Luyssaert_2007_cbob",1244,13,"biomass_ag_foliage, biomass_ag_woody, biomass_root_coarse, biomass_root_fine, biomass_ag, biomass, biomass_root, ANPP_woody_stem, ANPP_woody_branch, ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root",156,643,0,0,52,226,-4908,NA,""
